1.513658646027560110e-02,8.715562399431977180e-05,2.051378161129408309e-02,7.505111232364702900e-02,6.556270027091495173e-04,3.174888434127880622e-03,1.010455778956421258e-04,9.954757270677120351e-01,1.295335685335341665e-02,1.497078184341768363e-02
7.627635162509835420e-02,5.068693577514126565e-04,9.273005969211824961e-01,1.031794385123237789e-01,4.604069083381313026e-07,1.414849688404147265e-01,2.362211076773249041e-01,9.397293475617937801e-07,3.167936457328075772e-02,1.500966190900723053e-05
1.921451351578097383e-03,9.564258638902108922e-01,6.421433218612329630e-02,4.171418449542821372e-02,1.193519171495319338e-02,1.892005593204033193e-02,4.630121129503491501e-02,4.407909286744955690e-02,4.615765813507428234e-02,2.067055136342930283e-02
9.589369232182739511e-01,5.807328379023968675e-08,7.123599043387051320e-04,9.561681339638106636e-05,3.402192984175400802e-07,2.008851864766967102e-03,5.583650235722856063e-03,1.346440419070087839e-03,2.132994417915744527e-04,1.266316398387315727e-04
8.265130058305023009e-03,9.771499040137299414e-05,3.873466855393366270e-02,6.800449013088925203e-04,8.877945601092930294e-01,1.323543771282636007e-03,2.054088527614723186e-02,4.145564815551232990e-02,6.668293113175817466e-02,9.377352956658409344e-02
2.722414106748586465e-04,9.665017469250311022e-01,1.727693395247089855e-02,3.114369974837727026e-02,3.569165676710619843e-03,3.466898921629614581e-03,2.517903808263316674e-03,4.158613866445312612e-02,4.465821401854290496e-02,1.881244642858669047e-02
1.273461390535521982e-04,3.389018910304152630e-04,4.915985794273957852e-05,1.087723877882286992e-02,9.447957654305213504e-01,1.697601168247501457e-01,2.383072170622795808e-03,1.761135964422989864e-02,4.435013885583095616e-01,3.233864683507262777e-02
3.892135119750138046e-05,5.953941191760079958e-03,4.438861215541716962e-03,1.484670308013096886e-02,4.728191108403340809e-02,8.758765975207385979e-02,8.364951288038158239e-03,6.584756818690086846e-03,2.012593161471904965e-02,7.680021327913099105e-01
4.698387049298299867e-03,3.336337693950961998e-04,1.677620717046052548e-02,4.646049386865033528e-07,4.390801134942725475e-02,4.779775013304186741e-03,1.281103053461170871e-01,1.519476213766293199e-05,7.514069893265063870e-04,1.070215513374627109e-03
2.839491204083700437e-04,1.275605030341578685e-05,3.297538619383702318e-06,1.741684850276860343e-05,2.818857068580341713e-02,4.797269257053340908e-04,1.918698201347795898e-04,1.082611157985640393e-01,9.625875910574002367e-03,6.080626299800222512e-01
9.491232214439627723e-01,1.090976955427061222e-05,1.802334905627915249e-02,1.310401896129103315e-02,1.543057613280710688e-04,2.264782446771042637e-02,4.344612026025424629e-04,5.778325797048561600e-05,7.625751634654862054e-02,9.469216708534329507e-07
7.310127716270286603e-03,7.408263675811847674e-04,6.613283332362772902e-03,2.766474692788770031e-03,2.716705906417834701e-03,1.541103161091879521e-04,1.811225612725247958e-01,5.994618815977300518e-05,4.126062615246824106e-02,3.919286789700459771e-04
1.217706271698682039e-03,2.828939836522172658e-05,4.963635773851912984e-04,5.711042432313258267e-04,7.842763612041715737e-02,2.375364266186259267e-03,7.106763735690446596e-04,4.424848983189166168e-02,1.616657524751846306e-02,8.129120468084773954e-01
9.933504104976961235e-01,7.491890909235745319e-07,3.952389011320838960e-03,6.786624078304248284e-04,1.817925499734104921e-04,2.194381588349270801e-02,1.596157905974721959e-04,7.805432418116888069e-04,1.192609822771260319e-01,3.243863345461444475e-02
2.779518118043152876e-05,9.811726824518252066e-01,9.013805411145740451e-03,5.034559181375843073e-02,1.433791670034256392e-04,2.089966136185126503e-03,5.135878665572339401e-03,2.402379127613731707e-03,1.374182544305665131e-02,1.019152618083303541e-02
1.536863145269355864e-02,1.644589509878748718e-03,7.242639020587757562e-03,1.278751091159003872e-01,6.073167852401531279e-03,8.114423200138322079e-01,1.089955125076324605e-03,4.431616062530923349e-03,8.329622398991816390e-02,7.992116610753211686e-05
4.873427988931604629e-03,1.484604779068444811e-05,5.864105106753953432e-03,4.722475662634289628e-04,9.726088668196536391e-02,2.285238171746160950e-04,2.304661030197527587e-03,9.103196414576986140e-02,4.373146134524200784e-02,7.716159684239360939e-01
2.760980875385010691e-02,1.685122876166698694e-05,7.963324906562931418e-03,2.766474807045306572e-01,1.004338363385736505e-04,6.617200596325551604e-04,1.506596333541181565e-04,9.977765831499492144e-01,2.063611029987040112e-03,1.685207664095362016e-03
7.200657704973823523e-05,2.998972774889927537e-04,3.264312328170241966e-03,1.198708354623308769e-01,5.605582982649811360e-04,1.618826758876681926e-02,3.782283467626581380e-02,3.052891729432030362e-04,2.967576340557230834e-03,4.262611520574115741e-04
3.991401847503370758e-03,5.961620150968552053e-04,6.826538346927507606e-03,1.642616581880084262e-02,9.709499180802366736e-01,3.436252632796740064e-02,2.648915069290932664e-02,9.800721090169548996e-03,2.280753629677547203e-02,1.542263406821774707e-01
5.667317893733209459e-04,8.997901344356928324e-05,2.050764806425441718e-06,1.213309076030410702e-02,1.994629575955620196e-02,6.472352512777863366e-03,5.632976234028875436e-06,1.668211381748916922e-01,8.978705893113451270e-03,6.358693251299446514e-01
1.447112383996056054e-03,4.893882864302450254e-05,8.508773866056803387e-03,4.141137113853493069e-03,1.475041038175346070e-02,1.047221750487810354e-01,9.617045528313761249e-01,1.948235990205897513e-05,3.208846756478084955e-02,4.974271026875849364e-03
2.594603137332911224e-04,1.174915336249099732e-02,2.975892756374385814e-03,1.329810290390221698e-04,1.048863512475504411e-01,1.299613589010316981e-05,5.526929016000925454e-01,1.638232736469232009e-02,3.698132131924455543e-03,2.284811060966218926e-03
1.628246349802331405e-02,2.635850267252780690e-04,4.670685557231948025e-03,2.053503250839342278e-02,4.445810282208015329e-02,9.186321264877507220e-01,5.856780410602343417e-02,3.165542286197232827e-04,1.001483784910729979e-01,5.109131325241320250e-03
4.808642921984428165e-03,2.643896167704124639e-03,5.258547400111542730e-02,3.673289421670851429e-02,9.325974392092677423e-01,1.750558223011427356e-02,3.350288677712488089e-02,1.827727318068336770e-01,2.293957348466017093e-02,2.782659594634476208e-01
9.805846254384620320e-01,1.027630697036860905e-09,1.688484064347261457e-05,1.194087428572954011e-08,9.230425777846910527e-06,7.118694469096417373e-04,2.066588206315109807e-03,4.599648621475181305e-06,5.727968249773128181e-05,5.197057000197544416e-08
3.673913642270613261e-02,1.424319098973340653e-03,1.334433534482635207e-02,4.987716932133402781e-02,4.700418864411443076e-03,1.744997632468786933e-02,2.133296615920989795e-03,9.621003228158298004e-01,3.143198872719210613e-02,2.918868509632880359e-01
2.279563535239143013e-03,3.433152337983091652e-05,3.968689160271285897e-03,7.383643836020814489e-04,9.582877428978481271e-01,2.185053779652263231e-02,4.174494077763521264e-03,2.198408844919507842e-03,1.011783886682217359e-02,1.471187285501533992e-01
9.937746988617173205e-01,1.011168485940467674e-07,4.346535089827879839e-03,1.482288642491377990e-02,1.559593706091572204e-06,3.656040859706857511e-03,3.497470085378740726e-05,2.804898330529106477e-04,1.562513761087632597e-02,4.699918331058339466e-04
1.812945332402442807e-04,9.068704157630059770e-01,1.166313621583664299e-02,3.983691707182101388e-02,5.653554858738148170e-03,8.683909427171242201e-02,5.302421377491139953e-02,8.395944730973825543e-03,1.095864358621472662e-01,7.959213441395589922e-03
1.477107320601608702e-04,5.647807352756547845e-04,5.637612251485686512e-05,9.724540283468170454e-01,2.532400897397990146e-05,6.220382749803510247e-02,5.378075468374459399e-04,6.279281007121935432e-02,4.448444407447718976e-03,7.579415387484141065e-03
3.952672269886809797e-04,9.227896089857021700e-01,2.096083696554581696e-02,1.984266099484477130e-01,1.069686723796948319e-02,3.057105932718327118e-02,2.484553439191521801e-02,4.296903695614946034e-02,5.006199047183842316e-02,7.212140758849225342e-02
6.441844762057770792e-05,1.581501936944322063e-04,4.027110449374094120e-04,9.494633349754181273e-01,3.241968908951804902e-03,3.273216578725889891e-01,2.777643507649540889e-04,5.580690502014804368e-05,1.608894111653208156e-02,1.940403652465819704e-03
5.355683405140565512e-01,2.903118398521607028e-05,1.420620344808184166e-01,2.444623810433698696e-06,2.453409316132502127e-01,1.745004266959334846e-02,6.651194027661286867e-01,5.634202326019297109e-04,1.811955737012547682e-02,1.539327267792019085e-03
6.880160861235988740e-04,2.770935753482901267e-04,6.022992100414718830e-02,1.603369930196950691e-02,4.143434809487933916e-04,4.042840845324373452e-04,4.565323759910421125e-06,9.323721604903955074e-01,9.832364115932183679e-03,1.604929198978033433e-02
5.354809867135861684e-03,2.341324841190367296e-04,9.902192160754610395e-01,5.596931065489103158e-03,4.108298575457947570e-05,7.082414719951954374e-02,4.806233768423573936e-03,9.470002787639585648e-04,6.132317657607913412e-03,8.891217585911360433e-08
